participant_id,section,index,question,answer,pp,DoC
P25,2-3,15,When it comes to orders I would rather give them than receive them.,3,P25,3.0
P25,2-3,16,I wish I could push many of life's daily decisions off on someone else.,2,P25,2.0
P25,2-3,17,When driving I try to avoid putting myself in a situation where I could be hurt by another person's mistake.,5,P25,5.0
P25,2-3,18,I prefer to avoid situations where someone else has to tell me what it is I should be doing.,4,P25,4.0
P25,2-3,19,There are many situations in which I would prefer only one choice rather than having to make a decision.,3,P25,3.0
P25,2-3,20,I like to wait and see if someone else is going to solve a problem so that I do not have to be bothered with it.,4,P25,4.0
P13,2-3,1,I prefer a job where I have a lot of control over what I do and when I do it.,7-always applies,P13,7.0
P13,2-3,2,I enjoy political participation because I want to have as much of a say in running government as possible.,1-does not apply at all,P13,1.0
P13,2-3,3,I try to avoid situations where someone else tells me what to do.,6,P13,6.0
P13,2-3,4,I would prefer to be a leader than a follower.,4,P13,4.0
P13,2-3,5,I enjoy being able to influence the actions of others.,2,P13,2.0
P13,2-3,6,I am careful to check everything on an automobile before I leave for a long trip.,6,P13,6.0
P13,2-3,7,Others usually know what is best for me.,1-does not apply at all,P13,1.0
P13,2-3,8,I enjoy making my own decisions.,7-always applies,P13,7.0
P13,2-3,9,I enjoy having control over my own destiny.,7-always applies,P13,7.0
P13,2-3,10,I would rather someone else take over the leadership role when I am involved in a group project.,4,P13,4.0
P13,2-3,11,I consider myself to be generally more capable of handling situations than others are.,4,P13,4.0
P13,2-3,12,I would rather run my own business and make my own mistakes than listen to someone else's orders.,6,P13,6.0
P13,2-3,13,I like to get a good idea of what a job is all about before I begin.,7-always applies,P13,7.0
P13,2-3,14,When I see a problem I prefer to do something about it rather than sit by and let it continue.,6,P13,6.0
P13,2-3,15,When it comes to orders I would rather give them than receive them.,7-always applies,P13,7.0
P13,2-3,16,I wish I could push many of life's daily decisions off on someone else.,1-does not apply at all,P13,1.0
P13,2-3,17,When driving I try to avoid putting myself in a situation where I could be hurt by another person's mistake.,7-always applies,P13,7.0
P13,2-3,18,I prefer to avoid situations where someone else has to tell me what it is I should be doing.,4,P13,4.0
P13,2-3,19,There are many situations in which I would prefer only one choice rather than having to make a decision.,4,P13,4.0
P13,2-3,20,I like to wait and see if someone else is going to solve a problem so that I do not have to be bothered with it.,2,P13,2.0
P14,2-3,1,I prefer a job where I have a lot of control over what I do and when I do it.,6,P14,6.0
P14,2-3,2,I enjoy political participation because I want to have as much of a say in running government as possible.,6,P14,6.0
P14,2-3,3,I try to avoid situations where someone else tells me what to do.,3,P14,3.0
P14,2-3,4,I would prefer to be a leader than a follower.,4,P14,4.0
P14,2-3,5,I enjoy being able to influence the actions of others.,3,P14,3.0
P14,2-3,6,I am careful to check everything on an automobile before I leave for a long trip.,2,P14,2.0
P14,2-3,7,Others usually know what is best for me.,2,P14,2.0
P14,2-3,8,I enjoy making my own decisions.,4,P14,4.0
P14,2-3,9,I enjoy having control over my own destiny.,2,P14,2.0
P14,2-3,10,I would rather someone else take over the leadership role when I am involved in a group project.,2,P14,2.0
P14,2-3,11,I consider myself to be generally more capable of handling situations than others are.,6,P14,6.0
P14,2-3,12,I would rather run my own business and make my own mistakes than listen to someone else's orders.,5,P14,5.0
P14,2-3,13,I like to get a good idea of what a job is all about before I begin.,5,P14,5.0
P14,2-3,14,When I see a problem I prefer to do something about it rather than sit by and let it continue.,6,P14,6.0
P14,2-3,15,When it comes to orders I would rather give them than receive them.,6,P14,6.0
P14,2-3,16,I wish I could push many of life's daily decisions off on someone else.,6,P14,6.0
P14,2-3,17,When driving I try to avoid putting myself in a situation where I could be hurt by another person's mistake.,7-always applies,P14,7.0
P14,2-3,18,I prefer to avoid situations where someone else has to tell me what it is I should be doing.,2,P14,2.0
P14,2-3,19,There are many situations in which I would prefer only one choice rather than having to make a decision.,5,P14,5.0
P14,2-3,20,I like to wait and see if someone else is going to solve a problem so that I do not have to be bothered with it.,6,P14,6.0
P15,2-3,1,I prefer a job where I have a lot of control over what I do and when I do it.,7-always applies,P15,7.0
P15,2-3,2,I enjoy political participation because I want to have as much of a say in running government as possible.,4,P15,4.0
P15,2-3,3,I try to avoid situations where someone else tells me what to do.,5,P15,5.0
P15,2-3,4,I would prefer to be a leader than a follower.,6,P15,6.0
P15,2-3,5,I enjoy being able to influence the actions of others.,4,P15,4.0
P15,2-3,6,I am careful to check everything on an automobile before I leave for a long trip.,6,P15,6.0
P15,2-3,7,Others usually know what is best for me.,1-does not apply at all,P15,1.0
P15,2-3,8,I enjoy making my own decisions.,7-always applies,P15,7.0
P15,2-3,9,I enjoy having control over my own destiny.,7-always applies,P15,7.0
P15,2-3,10,I would rather someone else take over the leadership role when I am involved in a group project.,5,P15,5.0
P15,2-3,11,I consider myself to be generally more capable of handling situations than others are.,5,P15,5.0
P15,2-3,12,I would rather run my own business and make my own mistakes than listen to someone else's orders.,5,P15,5.0
P15,2-3,13,I like to get a good idea of what a job is all about before I begin.,7-always applies,P15,7.0
P15,2-3,14,When I see a problem I prefer to do something about it rather than sit by and let it continue.,7-always applies,P15,7.0
P15,2-3,15,When it comes to orders I would rather give them than receive them.,4,P15,4.0
P15,2-3,16,I wish I could push many of life's daily decisions off on someone else.,5,P15,5.0
P15,2-3,17,When driving I try to avoid putting myself in a situation where I could be hurt by another person's mistake.,5,P15,5.0
P15,2-3,18,I prefer to avoid situations where someone else has to tell me what it is I should be doing.,3,P15,3.0
P15,2-3,19,There are many situations in which I would prefer only one choice rather than having to make a decision.,5,P15,5.0
P15,2-3,20,I like to wait and see if someone else is going to solve a problem so that I do not have to be bothered with it.,3,P15,3.0
P12,2-3,1,I prefer a job where I have a lot of control over what I do and when I do it.,7-always applies,P12,7.0
P12,2-3,2,I enjoy political participation because I want to have as much of a say in running government as possible.,1-does not apply at all,P12,1.0
P12,2-3,3,I try to avoid situations where someone else tells me what to do.,3,P12,3.0
P12,2-3,4,I would prefer to be a leader than a follower.,3,P12,3.0
P12,2-3,5,I enjoy being able to influence the actions of others.,5,P12,5.0
P12,2-3,6,I am careful to check everything on an automobile before I leave for a long trip.,7-always applies,P12,7.0
P12,2-3,7,Others usually know what is best for me.,3,P12,3.0
P12,2-3,8,I enjoy making my own decisions.,4,P12,4.0
P12,2-3,9,I enjoy having control over my own destiny.,5,P12,5.0
P12,2-3,10,I would rather someone else take over the leadership role when I am involved in a group project.,5,P12,5.0
P12,2-3,11,I consider myself to be generally more capable of handling situations than others are.,5,P12,5.0
P12,2-3,12,I would rather run my own business and make my own mistakes than listen to someone else's orders.,2,P12,2.0
P12,2-3,13,I like to get a good idea of what a job is all about before I begin.,7-always applies,P12,7.0
P12,2-3,14,When I see a problem I prefer to do something about it rather than sit by and let it continue.,4,P12,4.0
P12,2-3,15,When it comes to orders I would rather give them than receive them.,3,P12,3.0
P12,2-3,16,I wish I could push many of life's daily decisions off on someone else.,6,P12,6.0
P12,2-3,17,When driving I try to avoid putting myself in a situation where I could be hurt by another person's mistake.,7-always applies,P12,7.0
P12,2-3,18,I prefer to avoid situations where someone else has to tell me what it is I should be doing.,4,P12,4.0
P12,2-3,19,There are many situations in which I would prefer only one choice rather than having to make a decision.,6,P12,6.0
P12,2-3,20,I like to wait and see if someone else is going to solve a problem so that I do not have to be bothered with it.,5,P12,5.0
P24,2-3,1,I prefer a job where I have a lot of control over what I do and when I do it.,6,P24,6.0
P24,2-3,2,I enjoy political participation because I want to have as much of a say in running government as possible.,5,P24,5.0
P24,2-3,3,I try to avoid situations where someone else tells me what to do.,6,P24,6.0
P24,2-3,4,I would prefer to be a leader than a follower.,6,P24,6.0
P24,2-3,5,I enjoy being able to influence the actions of others.,5,P24,5.0
P24,2-3,6,I am careful to check everything on an automobile before I leave for a long trip.,5,P24,5.0
P24,2-3,7,Others usually know what is best for me.,6,P24,6.0
P24,2-3,8,I enjoy making my own decisions.,6,P24,6.0
P24,2-3,9,I enjoy having control over my own destiny.,6,P24,6.0
P24,2-3,10,I would rather someone else take over the leadership role when I am involved in a group project.,6,P24,6.0
P24,2-3,11,I consider myself to be generally more capable of handling situations than others are.,6,P24,6.0
P24,2-3,12,I would rather run my own business and make my own mistakes than listen to someone else's orders.,6,P24,6.0
P24,2-3,13,I like to get a good idea of what a job is all about before I begin.,6,P24,6.0
P24,2-3,14,When I see a problem I prefer to do something about it rather than sit by and let it continue.,6,P24,6.0
P24,2-3,15,When it comes to orders I would rather give them than receive them.,6,P24,6.0
P24,2-3,16,I wish I could push many of life's daily decisions off on someone else.,6,P24,6.0
P24,2-3,17,When driving I try to avoid putting myself in a situation where I could be hurt by another person's mistake.,6,P24,6.0
P24,2-3,18,I prefer to avoid situations where someone else has to tell me what it is I should be doing.,6,P24,6.0
P24,2-3,19,There are many situations in which I would prefer only one choice rather than having to make a decision.,6,P24,6.0
P24,2-3,20,I like to wait and see if someone else is going to solve a problem so that I do not have to be bothered with it.,6,P24,6.0
P23,2-3,1,I prefer a job where I have a lot of control over what I do and when I do it.,5,P23,5.0
P23,2-3,2,I enjoy political participation because I want to have as much of a say in running government as possible.,1-does not apply at all,P23,1.0
P23,2-3,3,I try to avoid situations where someone else tells me what to do.,5,P23,5.0
P23,2-3,4,I would prefer to be a leader than a follower.,1-does not apply at all,P23,1.0
P23,2-3,5,I enjoy being able to influence the actions of others.,2,P23,2.0
P23,2-3,6,I am careful to check everything on an automobile before I leave for a long trip.,6,P23,6.0
P23,2-3,7,Others usually know what is best for me.,4,P23,4.0
P23,2-3,8,I enjoy making my own decisions.,5,P23,5.0
P23,2-3,9,I enjoy having control over my own destiny.,5,P23,5.0
P23,2-3,10,I would rather someone else take over the leadership role when I am involved in a group project.,7-always applies,P23,7.0
P23,2-3,11,I consider myself to be generally more capable of handling situations than others are.,3,P23,3.0
P23,2-3,12,I would rather run my own business and make my own mistakes than listen to someone else's orders.,5,P23,5.0
P23,2-3,13,I like to get a good idea of what a job is all about before I begin.,6,P23,6.0
P23,2-3,14,When I see a problem I prefer to do something about it rather than sit by and let it continue.,4,P23,4.0
P23,2-3,15,When it comes to orders I would rather give them than receive them.,6,P23,6.0
P23,2-3,16,I wish I could push many of life's daily decisions off on someone else.,5,P23,5.0
P23,2-3,17,When driving I try to avoid putting myself in a situation where I could be hurt by another person's mistake.,6,P23,6.0
P23,2-3,18,I prefer to avoid situations where someone else has to tell me what it is I should be doing.,6,P23,6.0
P23,2-3,19,There are many situations in which I would prefer only one choice rather than having to make a decision.,6,P23,6.0
P23,2-3,20,I like to wait and see if someone else is going to solve a problem so that I do not have to be bothered with it.,5,P23,5.0
P01,2-3,1,I prefer a job where I have a lot of control over what I do and when I do it.,5,P01,5.0
P01,2-3,2,I enjoy political participation because I want to have as much of a say in running government as possible.,5,P01,5.0
P01,2-3,3,I try to avoid situations where someone else tells me what to do.,6,P01,6.0
P01,2-3,4,I would prefer to be a leader than a follower.,6,P01,6.0
P01,2-3,5,I enjoy being able to influence the actions of others.,5,P01,5.0
P01,2-3,6,I am careful to check everything on an automobile before I leave for a long trip.,2,P01,2.0
P01,2-3,7,Others usually know what is best for me.,4,P01,4.0
P01,2-3,8,I enjoy making my own decisions.,5,P01,5.0
P01,2-3,9,I enjoy having control over my own destiny.,4,P01,4.0
P01,2-3,10,I would rather someone else take over the leadership role when I am involved in a group project.,3,P01,3.0
P01,2-3,11,I consider myself to be generally more capable of handling situations than others are.,4,P01,4.0
P01,2-3,12,I would rather run my own business and make my own mistakes than listen to someone else's orders.,6,P01,6.0
P01,2-3,13,I like to get a good idea of what a job is all about before I begin.,3,P01,3.0
P01,2-3,14,When I see a problem I prefer to do something about it rather than sit by and let it continue.,5,P01,5.0
P01,2-3,15,When it comes to orders I would rather give them than receive them.,4,P01,4.0
P01,2-3,16,I wish I could push many of life's daily decisions off on someone else.,5,P01,5.0
P01,2-3,17,When driving I try to avoid putting myself in a situation where I could be hurt by another person's mistake.,5,P01,5.0
P01,2-3,18,I prefer to avoid situations where someone else has to tell me what it is I should be doing.,4,P01,4.0
P01,2-3,19,There are many situations in which I would prefer only one choice rather than having to make a decision.,6,P01,6.0
P01,2-3,20,I like to wait and see if someone else is going to solve a problem so that I do not have to be bothered with it.,3,P01,3.0
P06,2-3,1,I prefer a job where I have a lot of control over what I do and when I do it.,5,P06,5.0
P06,2-3,2,I enjoy political participation because I want to have as much of a say in running government as possible.,3,P06,3.0
P06,2-3,3,I try to avoid situations where someone else tells me what to do.,4,P06,4.0
P06,2-3,4,I would prefer to be a leader than a follower.,2,P06,2.0
P06,2-3,5,I enjoy being able to influence the actions of others.,5,P06,5.0
P06,2-3,6,I am careful to check everything on an automobile before I leave for a long trip.,2,P06,2.0
P06,2-3,7,Others usually know what is best for me.,2,P06,2.0
P06,2-3,8,I enjoy making my own decisions.,5,P06,5.0
P06,2-3,9,I enjoy having control over my own destiny.,5,P06,5.0
P06,2-3,10,I would rather someone else take over the leadership role when I am involved in a group project.,2,P06,2.0
P06,2-3,11,I consider myself to be generally more capable of handling situations than others are.,5,P06,5.0
P06,2-3,12,I would rather run my own business and make my own mistakes than listen to someone else's orders.,3,P06,3.0
P06,2-3,13,I like to get a good idea of what a job is all about before I begin.,3,P06,3.0
P06,2-3,14,When I see a problem I prefer to do something about it rather than sit by and let it continue.,4,P06,4.0
P06,2-3,15,When it comes to orders I would rather give them than receive them.,3,P06,3.0
P06,2-3,16,I wish I could push many of life's daily decisions off on someone else.,4,P06,4.0
P06,2-3,17,When driving I try to avoid putting myself in a situation where I could be hurt by another person's mistake.,6,P06,6.0
P06,2-3,18,I prefer to avoid situations where someone else has to tell me what it is I should be doing.,3,P06,3.0
P06,2-3,19,There are many situations in which I would prefer only one choice rather than having to make a decision.,3,P06,3.0
P06,2-3,20,I like to wait and see if someone else is going to solve a problem so that I do not have to be bothered with it.,5,P06,5.0
P30,2-3,1,I prefer a job where I have a lot of control over what I do and when I do it.,6,P30,6.0
P30,2-3,2,I enjoy political participation because I want to have as much of a say in running government as possible.,1-does not apply at all,P30,1.0
P30,2-3,3,I try to avoid situations where someone else tells me what to do.,2,P30,2.0
P30,2-3,4,I would prefer to be a leader than a follower.,3,P30,3.0
P30,2-3,5,I enjoy being able to influence the actions of others.,2,P30,2.0
P30,2-3,6,I am careful to check everything on an automobile before I leave for a long trip.,4,P30,4.0
P30,2-3,7,Others usually know what is best for me.,5,P30,5.0
P30,2-3,8,I enjoy making my own decisions.,2,P30,2.0
P30,2-3,9,I enjoy having control over my own destiny.,6,P30,6.0
P30,2-3,10,I would rather someone else take over the leadership role when I am involved in a group project.,6,P30,6.0
P30,2-3,11,I consider myself to be generally more capable of handling situations than others are.,4,P30,4.0
P30,2-3,12,I would rather run my own business and make my own mistakes than listen to someone else's orders.,3,P30,3.0
P30,2-3,13,I like to get a good idea of what a job is all about before I begin.,3,P30,3.0
P30,2-3,14,When I see a problem I prefer to do something about it rather than sit by and let it continue.,5,P30,5.0
P30,2-3,15,When it comes to orders I would rather give them than receive them.,2,P30,2.0
P30,2-3,16,I wish I could push many of life's daily decisions off on someone else.,6,P30,6.0
P30,2-3,17,When driving I try to avoid putting myself in a situation where I could be hurt by another person's mistake.,5,P30,5.0
P30,2-3,18,I prefer to avoid situations where someone else has to tell me what it is I should be doing.,3,P30,3.0
P30,2-3,19,There are many situations in which I would prefer only one choice rather than having to make a decision.,7-always applies,P30,7.0
P30,2-3,20,I like to wait and see if someone else is going to solve a problem so that I do not have to be bothered with it.,6,P30,6.0
P09,2-3,1,I prefer a job where I have a lot of control over what I do and when I do it.,7-always applies,P09,7.0
P09,2-3,2,I enjoy political participation because I want to have as much of a say in running government as possible.,7-always applies,P09,7.0
P09,2-3,3,I try to avoid situations where someone else tells me what to do.,7-always applies,P09,7.0
P09,2-3,4,I would prefer to be a leader than a follower.,7-always applies,P09,7.0
P09,2-3,5,I enjoy being able to influence the actions of others.,7-always applies,P09,7.0
P09,2-3,6,I am careful to check everything on an automobile before I leave for a long trip.,7-always applies,P09,7.0
P09,2-3,7,Others usually know what is best for me.,5,P09,5.0
P09,2-3,8,I enjoy making my own decisions.,7-always applies,P09,7.0
P09,2-3,9,I enjoy having control over my own destiny.,7-always applies,P09,7.0
P09,2-3,10,I would rather someone else take over the leadership role when I am involved in a group project.,2,P09,2.0
P09,2-3,11,I consider myself to be generally more capable of handling situations than others are.,7-always applies,P09,7.0
P09,2-3,12,I would rather run my own business and make my own mistakes than listen to someone else's orders.,7-always applies,P09,7.0
P09,2-3,13,I like to get a good idea of what a job is all about before I begin.,7-always applies,P09,7.0
P09,2-3,14,When I see a problem I prefer to do something about it rather than sit by and let it continue.,7-always applies,P09,7.0
P09,2-3,15,When it comes to orders I would rather give them than receive them.,7-always applies,P09,7.0
P09,2-3,16,I wish I could push many of life's daily decisions off on someone else.,4,P09,4.0
P09,2-3,17,When driving I try to avoid putting myself in a situation where I could be hurt by another person's mistake.,5,P09,5.0
P09,2-3,18,I prefer to avoid situations where someone else has to tell me what it is I should be doing.,5,P09,5.0
P09,2-3,19,There are many situations in which I would prefer only one choice rather than having to make a decision.,2,P09,2.0
P09,2-3,20,I like to wait and see if someone else is going to solve a problem so that I do not have to be bothered with it.,3,P09,3.0
P07,2-3,1,I prefer a job where I have a lot of control over what I do and when I do it.,7-always applies,P07,7.0
P07,2-3,2,I enjoy political participation because I want to have as much of a say in running government as possible.,2,P07,2.0
P07,2-3,3,I try to avoid situations where someone else tells me what to do.,4,P07,4.0
P07,2-3,4,I would prefer to be a leader than a follower.,4,P07,4.0
P07,2-3,5,I enjoy being able to influence the actions of others.,3,P07,3.0
P07,2-3,6,I am careful to check everything on an automobile before I leave for a long trip.,4,P07,4.0
P07,2-3,7,Others usually know what is best for me.,1-does not apply at all,P07,1.0
P07,2-3,8,I enjoy making my own decisions.,6,P07,6.0
P07,2-3,9,I enjoy having control over my own destiny.,7-always applies,P07,7.0
P07,2-3,10,I would rather someone else take over the leadership role when I am involved in a group project.,1-does not apply at all,P07,1.0
P07,2-3,11,I consider myself to be generally more capable of handling situations than others are.,3,P07,3.0
P07,2-3,12,I would rather run my own business and make my own mistakes than listen to someone else's orders.,4,P07,4.0
P07,2-3,13,I like to get a good idea of what a job is all about before I begin.,3,P07,3.0
P07,2-3,14,When I see a problem I prefer to do something about it rather than sit by and let it continue.,7-always applies,P07,7.0
P07,2-3,15,When it comes to orders I would rather give them than receive them.,5,P07,5.0
P07,2-3,16,I wish I could push many of life's daily decisions off on someone else.,2,P07,2.0
P07,2-3,17,When driving I try to avoid putting myself in a situation where I could be hurt by another person's mistake.,7-always applies,P07,7.0
P07,2-3,18,I prefer to avoid situations where someone else has to tell me what it is I should be doing.,7-always applies,P07,7.0
P07,2-3,19,There are many situations in which I would prefer only one choice rather than having to make a decision.,5,P07,5.0
P07,2-3,20,I like to wait and see if someone else is going to solve a problem so that I do not have to be bothered with it.,3,P07,3.0
